hgnc	status	subcellular_location
PPAT	Approved	Midbody ring
GAL3ST1	Approved	Vesicles
RFPL1	Approved	Nuclear speckles
RFPL1	Approved	Plasma membrane
RFPL2	Approved	Nuclear speckles
RFPL2	Approved	Plasma membrane
GNAZ	Approved	Vesicles
RFPL3	Approved	Nuclear speckles
RFPL3	Approved	Plasma membrane
CDC42EP1	Approved	Plasma membrane
APOL3	Approved	Mitochondria
APOL3	Approved	Nuclear bodies
MPST	Approved	Cytosol
MPST	Approved	Mitochondria
IGLL1	Approved	Endoplasmic reticulum
APOL2	Approved	Cytosol
APOL2	Approved	Nuclear bodies
APOL2	Approved	Nucleoplasm
EMC4	Approved	Cell Junctions
EMC4	Approved	Focal adhesion sites
RNF112	Approved	Nuclear speckles
CPA4	Approved	Centrosome
CPA4	Approved	Cytosol
CPA4	Approved	Nucleoplasm
DOCK4	Approved	Golgi apparatus
DOCK4	Approved	Nucleoli
LSM8	Approved	Nucleoplasm
LSM8	Approved	Vesicles
CDHR3	Approved	Nucleoli fibrillar center
PODXL	Approved	Microtubule organizing center
PODXL	Approved	Vesicles
FOXP2	Approved	Centrosome
FOXP2	Approved	Vesicles
IFT22	Approved	Cytosol
IFT22	Approved	Microtubules
MKLN1	Approved	Cytosol
MKLN1	Approved	Plasma membrane
MKLN1	Approved	Vesicles
DNAJB9	Approved	Cytosol
DNAJB9	Approved	Endoplasmic reticulum
CCDC136	Approved	Nucleoli
LRRC17	Approved	Nuclear speckles
LRRC17	Approved	Nucleoplasm
LRRC17	Approved	Plasma membrane
KLHDC10	Approved	Nucleoplasm
FEZF1	Approved	Cytosol
CHN1	Approved	Cytosol
GAD1	Approved	Vesicles
HOXD10	Approved	Cytoplasmic bodies
HOXD10	Approved	Cytosol
HOXD10	Approved	Nucleoplasm
HOXD11	Approved	Nucleoplasm
HERC2	Approved	Vesicles
PSMG2	Approved	Nuclear bodies
PSMG2	Approved	Nucleus
TWSG1	Approved	Centrosome
TWSG1	Approved	Cytosol
WDFY4	Approved	Cytosol
WDFY4	Approved	Nucleoplasm
EIF2AK4	Approved	Cytosol
CGNL1	Approved	Cell Junctions
TMOD2	Approved	Nucleoli fibrillar center
TMOD2	Approved	Nucleus
C15orf57	Approved	Nuclear speckles
C15orf57	Approved	Vesicles
IVD	Approved	Nucleoplasm
KNSTRN	Approved	Cytosol
CLN6	Approved	Vesicles
VPS13C	Approved	Microtubules
CALML4	Approved	Cytosol
CALML4	Approved	Golgi apparatus
CALML4	Approved	Nucleoplasm
ISLR	Approved	Golgi apparatus
ISLR	Approved	Plasma membrane
THAP10	Approved	Cytosol
THAP10	Approved	Nucleoplasm
LOXL1	Approved	Endoplasmic reticulum
ANAPC13	Approved	Cytosol
ANAPC13	Approved	Mitochondria
PALLD	Approved	Plasma membrane
SERGEF	Approved	Vesicles
KCNC1	Approved	Cytosol
KCNC1	Approved	Nuclear membrane
KCNC1	Approved	Nucleus
KCNC1	Approved	Vesicles
DCTD	Approved	Cytosol
DCTD	Approved	Nucleoplasm
SOX15	Approved	Golgi apparatus
SOX15	Approved	Nucleoli
SOX15	Approved	Vesicles
FAM64A	Approved	Cytosol
RPAIN	Approved	Nucleoli fibrillar center
CD68	Approved	Golgi apparatus
PHF20L1	Approved	Nucleoplasm
PHF20L1	Approved	Plasma membrane
ILF3	Approved	Mitochondria
SLC44A2	Approved	Cell Junctions
SLC44A2	Approved	Vesicles
KLK8	Approved	Vesicles
NGDN	Approved	Mitochondria
NGDN	Approved	Nucleoli
NGDN	Approved	Nucleus
AJUBA	Approved	Golgi apparatus
AJUBA	Approved	Nucleus
DTD2	Approved	Vesicles
PARP2	Approved	Nucleoli
PARP2	Approved	Nucleus
EAPP	Approved	Golgi apparatus
EGLN3	Approved	Cytosol
RNASE1	Approved	Nucleoplasm
RNASE1	Approved	Vesicles
DAD1	Approved	Cytosol
EPB41L4A	Approved	Nucleoplasm
EPB41L4A	Approved	Plasma membrane
REEP5	Approved	Endoplasmic reticulum
ITFG1	Approved	Aggresome
ITFG1	Approved	Intermediate filaments
QRICH2	Approved	Nuclear membrane
QRICH2	Approved	Nucleoplasm
QRICH2	Approved	Vesicles
SEC14L1	Approved	Cytosol
SEC14L1	Approved	Nucleoplasm
AANAT	Approved	Cytosol
ARHGEF6	Approved	Cytosol
CDKN1C	Approved	Cytosol
CDKN1C	Approved	Nuclear bodies
CDKN1C	Approved	Nucleoplasm
TMEM8A	Approved	Cytokinetic bridge
DOHH	Approved	Cytosol
DOHH	Approved	Nucleus
SHC2	Approved	Cytosol
PLPPR3	Approved	Cytosol
PLPPR3	Approved	Golgi apparatus
PLPPR3	Approved	Nucleoplasm
ABHD17A	Approved	Vesicles
TNNI3	Approved	Cytosol
TNNI3	Approved	Vesicles
ERMARD	Approved	Cytosol
GALNT8	Approved	Vesicles
NXNL2	Approved	Cytosol
GNL3L	Approved	Cytosol
GNL3L	Approved	Nucleus
MOSPD2	Approved	Endoplasmic reticulum
ELOF1	Approved	Cytosol
C19orf80	Approved	Golgi apparatus
CNN1	Approved	Actin filaments
THEM6	Approved	Cytosol
THEM6	Approved	Nuclear speckles
EXOC3L2	Approved	Nucleus
EXOC3L2	Approved	Vesicles
APOE	Approved	Vesicles
TOMM40	Approved	Cytosol
GADD45G	Approved	Nucleus
LRCH2	Approved	Nucleoli
LRCH2	Approved	Plasma membrane
XPO7	Approved	Nucleus
FAM98C	Approved	Cytosol
FAM98C	Approved	Nucleoli
FAM98C	Approved	Nucleus
SAFB2	Approved	Vesicles
KIF1A	Approved	Cytosol
COLGALT1	Approved	Vesicles
DDA1	Approved	Nucleoli
DDA1	Approved	Nucleus
LSM7	Approved	Nucleoli fibrillar center
QRSL1	Approved	Centrosome
QRSL1	Approved	Vesicles
RSPH3	Approved	Cytosol
RSPH3	Approved	Plasma membrane
RSPH3	Approved	Vesicles
STK33	Approved	Cytosol
STK33	Approved	Nucleoli
STK33	Approved	Nucleus
CACNG6	Approved	Cytosol
CACNG6	Approved	Nucleoli fibrillar center
ZSWIM6	Approved	Cytosol
SCO2	Approved	Nucleoplasm
PGPEP1	Approved	Golgi apparatus
LSM4	Approved	Vesicles
TRPM4	Approved	Nucleoplasm
ZNF557	Approved	Cytosol
ZNF557	Approved	Intermediate filaments
ZNF557	Approved	Nucleus
OLFM1	Approved	Cytosol
OLFM1	Approved	Nucleoli
OLFM1	Approved	Nucleus
CAMSAP1	Approved	Cytosol
UBAC1	Approved	Golgi apparatus
UBAC1	Approved	Plasma membrane
ZBTB46	Approved	Nucleus
SAMD10	Approved	Nucleoplasm
TNNI2	Approved	Intermediate filaments
TNNI2	Approved	Nucleoplasm
COL5A1	Approved	Vesicles
ATXN10	Approved	Plasma membrane
TUBGCP2	Approved	Nucleoplasm
MNX1	Approved	Cytosol
MNX1	Approved	Nucleoli
MNX1	Approved	Nucleus
ZNF337	Approved	Nuclear speckles
ZNF337	Approved	Plasma membrane
CEP85	Approved	Golgi apparatus
TAF4	Approved	Cytosol
GATA5	Approved	Cytosol
GATA5	Approved	Nucleoplasm
LAMA5	Approved	Nucleoplasm
OSBPL2	Approved	Cytosol
ADRM1	Approved	Plasma membrane
ASS1	Approved	Cytosol
ASS1	Approved	Nucleoplasm
PRDM12	Approved	Nucleus
POMT1	Approved	Golgi apparatus
UCK1	Approved	Nucleus
PRRC2B	Approved	Cytosol
PRRC2B	Approved	Nuclear bodies
CHMP2A	Approved	Cytosol
CHMP2A	Approved	Plasma membrane
UBE2M	Approved	Cytosol
UBE2M	Approved	Nuclear bodies
YIPF2	Approved	Golgi apparatus
YIPF2	Approved	Mitochondria
NPAS1	Approved	Nucleoplasm
GMFG	Approved	Cytosol
GMFG	Approved	Nuclear bodies
GMFG	Approved	Nucleoplasm
MAP3K10	Approved	Actin filaments
MAP3K10	Approved	Cytosol
MAP3K10	Approved	Nucleus
SESN2	Approved	Cytosol
SMPDL3B	Approved	Cytosol
SMPDL3B	Approved	Golgi apparatus
MED18	Approved	Nucleoplasm
THEMIS2	Approved	Golgi apparatus
CCDC62	Approved	Nucleoplasm
CCDC62	Approved	Plasma membrane
ZNF426	Approved	Nucleoplasm
PNCK	Approved	Cytosol
PNCK	Approved	Golgi apparatus
PNCK	Approved	Plasma membrane
PLXNA3	Approved	Vesicles
DUSP9	Approved	Endoplasmic reticulum
MPP1	Approved	Cytosol
MPP1	Approved	Nuclear speckles
MPP1	Approved	Nucleoli
ZNF331	Approved	Nucleoplasm
ZNF236	Approved	Cell Junctions
ZNF236	Approved	Cytosol
ZNF236	Approved	Nucleoplasm
C12orf65	Approved	Cytosol
C12orf65	Approved	Mitochondria
C12orf65	Approved	Nucleus
CASZ1	Approved	Cytosol
HSD17B3	Approved	Vesicles
FBP2	Approved	Nucleoplasm
FBP2	Approved	Plasma membrane
PRRG1	Approved	Plasma membrane
PRRG1	Approved	Vesicles
RGN	Approved	Nucleus
ULBP2	Approved	Vesicles
AAR2	Approved	Cytosol
RBM39	Approved	Nucleoplasm
ZNF341	Approved	Nucleoplasm
ZNF341	Approved	Vesicles
GGT7	Approved	Nucleus
GGT7	Approved	Vesicles
ACSS2	Approved	Vesicles
EDA2R	Approved	Cell Junctions
ATP6V1E1	Approved	Nucleoplasm
ZNF227	Approved	Plasma membrane
ZNF428	Approved	Mitochondria
ZNF428	Approved	Nucleoli
GSE1	Approved	Mitochondria
GSE1	Approved	Nucleoplasm
SH3BGRL	Approved	Vesicles
PRR7	Approved	Cytosol
PRR7	Approved	Nucleoplasm
PRR7	Approved	Plasma membrane
TBC1D5	Approved	Golgi apparatus
GALNT15	Approved	Plasma membrane
GALNT15	Approved	Vesicles
SLC6A6	Approved	Cell Junctions
SLC6A6	Approved	Cytosol
NR1H2	Approved	Nucleoplasm
PDLIM4	Approved	Actin filaments
PDLIM4	Approved	Cytosol
KIF3A	Approved	Cytosol
KIF3A	Approved	Intermediate filaments
KIF3A	Approved	Nucleoplasm
AOC3	Approved	Cytosol
AOC3	Approved	Golgi apparatus
VPS25	Approved	Centrosome
RAMP2	Approved	Vesicles
DIAPH1	Approved	Plasma membrane
UBE2D2	Approved	Cytosol
UBE2D2	Approved	Plasma membrane
ACAP3	Approved	Golgi apparatus
ACAP3	Approved	Nucleoplasm
C1orf159	Approved	Cytosol
C1orf159	Approved	Nucleoli fibrillar center
KREMEN2	Approved	Nucleoli
TRAF7	Approved	Plasma membrane
BARX1	Approved	Nucleoplasm
BARX1	Approved	Vesicles
IL13RA1	Approved	Golgi apparatus
IL13RA1	Approved	Nucleoplasm
ZCCHC9	Approved	Intermediate filaments
KRT34	Approved	Nucleus
KRT34	Approved	Vesicles
TOP2A	Approved	Nucleoli
FMO5	Approved	Cytosol
PRKAB2	Approved	Nucleoplasm
RAI2	Approved	Plasma membrane
ZNF304	Approved	Nuclear speckles
ZNF132	Approved	Intermediate filaments
ZNF132	Approved	Vesicles
FAAP24	Approved	Vesicles
ACTR10	Approved	Nucleoli
LGALS3	Approved	Plasma membrane
FBXW9	Approved	Cytosol
ZNF20	Approved	Nucleoplasm
ZNF20	Approved	Plasma membrane
C19orf57	Approved	Nucleoplasm
DCAF15	Approved	Mitochondria
DCAF15	Approved	Vesicles
CC2D1A	Approved	Nucleoli fibrillar center
CC2D1A	Approved	Plasma membrane
RTBDN	Approved	Endoplasmic reticulum
MATN3	Approved	Endoplasmic reticulum
MATN3	Approved	Golgi apparatus
TRIM21	Approved	Nucleoplasm
SPATA6	Approved	Golgi apparatus
SPATA6	Approved	Nucleoplasm
SPATA6	Approved	Vesicles
LRRC41	Approved	Nuclear bodies
LRRC41	Approved	Nucleoplasm
CCT6B	Approved	Cytosol
RAF1	Approved	Nuclear speckles
SLX1A	Approved	Nucleoplasm
ARFIP2	Approved	Golgi apparatus
ARFIP2	Approved	Nucleoli fibrillar center
ARFIP2	Approved	Nucleus
ILKAP	Approved	Nucleoplasm
RAMP1	Approved	Nuclear membrane
RAMP1	Approved	Nucleoplasm
SCLY	Approved	Golgi apparatus
PTPRE	Approved	Intermediate filaments
CARD6	Approved	Cytosol
CARD6	Approved	Focal adhesion sites
RAP1GAP2	Approved	Nuclear membrane
CLUH	Approved	Nuclear bodies
UBE2G1	Approved	Cytosol
UBE2G1	Approved	Nucleoplasm
EEFSEC	Approved	Cytosol
EEFSEC	Approved	Nuclear bodies
EEFSEC	Approved	Nucleus
TBC1D14	Approved	Nucleoplasm
COQ3	Approved	Mitochondria
COQ3	Approved	Nucleoplasm
PNISR	Approved	Cytosol
POPDC3	Approved	Cytosol
POPDC3	Approved	Nucleoli
DDC	Approved	Actin filaments
ANKRD17	Approved	Nuclear membrane
UTP3	Approved	Nucleoli
ITGB4	Approved	Nucleus
WBP2	Approved	Cytosol
WBP2	Approved	Nucleoplasm
KDM6B	Approved	Nuclear speckles
XAF1	Approved	Nucleus
XAF1	Approved	Rods & Rings
DLG4	Approved	Vesicles
VPS13B	Approved	Cell Junctions
PCBD2	Approved	Plasma membrane
SDF2	Approved	Vesicles
PRMT7	Approved	Nucleoli fibrillar center
ANKEF1	Approved	Cytosol
ANKEF1	Approved	Nucleoli fibrillar center
ANKEF1	Approved	Plasma membrane
PCED1A	Approved	Cytosol
PCED1A	Approved	Nucleoplasm
POLR3F	Approved	Nucleus
RIN2	Approved	Cytosol
RIN2	Approved	Golgi apparatus
RIN2	Approved	Nucleoli
PTPRA	Approved	Nucleus
PTPRA	Approved	Vesicles
DAP3	Approved	Nucleoplasm
RHBG	Approved	Nucleoplasm
KIAA0907	Approved	Nucleoplasm
ARHGEF11	Approved	Golgi apparatus
ARHGEF11	Approved	Plasma membrane
DCAF8	Approved	Cytosol
DCAF8	Approved	Nucleoplasm
IGHMBP2	Approved	Nucleus
MMACHC	Approved	Cytosol
MMACHC	Approved	Plasma membrane
DPH2	Approved	Nucleus
ZSWIM3	Approved	Cytosol
ZSWIM3	Approved	Nucleoli fibrillar center
ZSWIM3	Approved	Vesicles
OSER1	Approved	Nuclear speckles
OSER1	Approved	Nucleoli
PPP1R3D	Approved	Mitochondria
PPP1R3D	Approved	Nucleoli
PPP1R3D	Approved	Vesicles
AP3B1	Approved	Golgi apparatus
AP3B1	Approved	Nucleoplasm
ZBED3	Approved	Nucleoplasm
ZBED3	Approved	Plasma membrane
SYT4	Approved	Plasma membrane
FBXO44	Approved	Nucleoplasm
CASP9	Approved	Mitochondria
DCTN4	Approved	Centrosome
DCTN4	Approved	Nucleus
TPTE2	Approved	Cytosol
CDK8	Approved	Nucleus
PEMT	Approved	Cytosol
MPRIP	Approved	Cytosol
CHI3L1	Approved	Vesicles
MYBPH	Approved	Mitochondria
MYBPH	Approved	Nucleoli
MYBPH	Approved	Nucleus
PIK3C2B	Approved	Cytosol
PIK3C2B	Approved	Nucleoplasm
SLC41A1	Approved	Mitochondria
LGR6	Approved	Plasma membrane
DCLK1	Approved	Cytosol
DCLK1	Approved	Nucleus
CCNA1	Approved	Nuclear bodies
CCNA1	Approved	Nucleoplasm
COG6	Approved	Golgi apparatus
COG6	Approved	Nuclear speckles
EPSTI1	Approved	Cytosol
POSTN	Approved	Nucleoplasm
RFXAP	Approved	Nuclear speckles
GPALPP1	Approved	Nucleoli
GPALPP1	Approved	Nucleus
RFC3	Approved	Vesicles
STARD13	Approved	Cytosol
STARD13	Approved	Nuclear membrane
STARD13	Approved	Nucleoli
TBC1D8B	Approved	Cytosol
FAM104A	Approved	Cytosol
FAM104A	Approved	Nucleoplasm
SLC39A11	Approved	Nucleoplasm
EPHB2	Approved	Nucleus
PRAM1	Approved	Golgi apparatus
SUV420H2	Approved	Nucleoplasm
ZNF414	Approved	Cytosol
ZNF414	Approved	Nucleus
PDE6B	Approved	Cytosol
HSPBP1	Approved	Cytosol
HSPBP1	Approved	Vesicles
CSNK1G2	Approved	Vesicles
SLF1	Approved	Nucleus
WDR74	Approved	Nucleus
HRASLS2	Approved	Mitochondria
MYH11	Approved	Cytosol
MYH11	Approved	Plasma membrane
PDZD2	Approved	Plasma membrane
GSTT2B	Approved	Nucleoplasm
C1QTNF6	Approved	Nucleus
GGT2	Approved	Vesicles
FAM83F	Approved	Mitochondria
FAM83F	Approved	Nucleus
SEC14L4	Approved	Centrosome
GIMAP6	Approved	Cytosol
MKRN1	Approved	Cytosol
MKRN1	Approved	Nuclear membrane
MKRN1	Approved	Nucleus
KRBA1	Approved	Cytosol
KRBA1	Approved	Nucleus
BTG1	Approved	Cytosol
BTG1	Approved	Nucleoplasm
C12orf29	Approved	Vesicles
ATP13A3	Approved	Cytosol
ATP13A3	Approved	Nucleoli
ATP13A3	Approved	Plasma membrane
TMEM254	Approved	Nucleoplasm
TMEM254	Approved	Plasma membrane
TMTC1	Approved	Cytosol
TMTC1	Approved	Nucleoplasm
LARS	Approved	Nuclear bodies
IMPA1	Approved	Mitochondria
IMPA1	Approved	Nucleoplasm
CCDC59	Approved	Nucleoli
CCDC59	Approved	Nucleus
MICALCL	Approved	Cytosol
MICALCL	Approved	Nucleoplasm
MICALCL	Approved	Plasma membrane
SBF2	Approved	Cytosol
SBF2	Approved	Intermediate filaments
SBF2	Approved	Nucleoplasm
MICAL2	Approved	Golgi apparatus
RRAS2	Approved	Cytosol
RRAS2	Approved	Nucleus
ZFC3H1	Approved	Intermediate filaments
ZFC3H1	Approved	Nucleoplasm
TEX15	Approved	Nuclear speckles
SARAF	Approved	Rods & Rings
C14orf1	Approved	Cytosol
C14orf1	Approved	Nucleoplasm
GSC	Approved	Nuclear bodies
GSC	Approved	Nucleus
NUMB	Approved	Cell Junctions
NUMB	Approved	Cytosol
VRTN	Approved	Nucleoplasm
EIF2S1	Approved	Nucleoplasm
LOXL2	Approved	Nucleoplasm
IRAK2	Approved	Vesicles
CAMK1	Approved	Cytosol
THUMPD3	Approved	Cytosol
THUMPD3	Approved	Nucleoli
EDEM1	Approved	Endoplasmic reticulum
MEIS2	Approved	Cytosol
MEIS2	Approved	Nucleoplasm
KATNBL1	Approved	Midbody
KATNBL1	Approved	Mitotic spindle
KATNBL1	Approved	Nucleus
EMC7	Approved	Nucleoplasm
GSTM1	Approved	Mitochondria
TSPAN2	Approved	Nucleoplasm
GSTM5	Approved	Mitochondria
GSTM3	Approved	Nucleoli
PSRC1	Approved	Cytosol
PSRC1	Approved	Nucleoplasm
PTPN22	Approved	Plasma membrane
SORT1	Approved	Cytosol
SORT1	Approved	Golgi apparatus
SORT1	Approved	Plasma membrane
WNT2B	Approved	Vesicles
VTCN1	Approved	Cell Junctions
VTCN1	Approved	Focal adhesion sites
AP4B1	Approved	Vesicles
NAPG	Approved	Cytosol
NAPG	Approved	Plasma membrane
PPHLN1	Approved	Golgi apparatus
FKBP11	Approved	Centrosome
SLC38A2	Approved	Vesicles
KIDINS220	Approved	Nucleoplasm
RSAD2	Approved	Nucleoli fibrillar center
MYCN	Approved	Nucleoli
MYCN	Approved	Nucleus
LPIN1	Approved	Nucleoli fibrillar center
LPIN1	Approved	Nucleus
CMPK2	Approved	Mitochondria
LDHA	Approved	Vesicles
NAV1	Approved	Microtubules
CDC73	Approved	Cytosol
KIAA1468	Approved	Cytosol
KIAA1468	Approved	Nucleoplasm
ANKRD16	Approved	Endoplasmic reticulum
ECHDC3	Approved	Mitochondria
ECHDC3	Approved	Nucleoli
ECHDC3	Approved	Nucleus
TMEM241	Approved	Golgi apparatus
TMEM241	Approved	Vesicles
CABLES1	Approved	Nuclear speckles
EMP1	Approved	Nucleoplasm
KLRC1	Approved	Plasma membrane
DDB2	Approved	Cell Junctions
RAB33A	Approved	Vesicles
RBMX2	Approved	Nuclear membrane
RBMX2	Approved	Nucleoli
STK26	Approved	Centrosome
STK26	Approved	Cytosol
STK26	Approved	Nucleus
SPOCD1	Approved	Cytosol
SPOCD1	Approved	Nucleoli
SPOCD1	Approved	Nucleus
BTF3L4	Approved	Cytosol
BTF3L4	Approved	Nucleus
RNF138	Approved	Mitochondria
DTNA	Approved	Intermediate filaments
TMEM258	Approved	Cytosol
TMEM258	Approved	Plasma membrane
PDGFRA	Approved	Nucleus
DZIP1	Approved	Microtubule organizing center
UBAC2	Approved	Cytosol
ERCC5	Approved	Nucleoplasm
CARS2	Approved	Mitochondria
CARS2	Approved	Nucleoplasm
NREP	Approved	Vesicles
RFK	Approved	Golgi apparatus
C9orf40	Approved	Centrosome
C9orf40	Approved	Cytosol
C9orf40	Approved	Nucleoplasm
TMEM2	Approved	Cytosol
TMEM2	Approved	Vesicles
AGTPBP1	Approved	Nucleoli
AGTPBP1	Approved	Vesicles
ADAM19	Approved	Vesicles
CCNJL	Approved	Nuclear speckles
TAOK3	Approved	Mitochondria
SDS	Approved	Cytosol
SDS	Approved	Mitochondria
MSI1	Approved	Cytosol
MSI1	Approved	Nucleoplasm
MSI1	Approved	Vesicles
FBXO21	Approved	Mitochondria
TBX3	Approved	Cytosol
TBX3	Approved	Nucleoplasm
OASL	Approved	Nucleoplasm
RNFT2	Approved	Cytosol
RNFT2	Approved	Nucleoplasm
P2RX4	Approved	Actin filaments
P2RX4	Approved	Cytosol
CCDC64	Approved	Nucleoplasm
CCDC64	Approved	Vesicles
TRAFD1	Approved	Cytosol
TRAFD1	Approved	Nucleoplasm
CCDC146	Approved	Golgi apparatus
CCDC146	Approved	Vesicles
PNPLA8	Approved	Cytosol
PNPLA8	Approved	Golgi apparatus
PNPLA8	Approved	Nucleoplasm
RINT1	Approved	Golgi apparatus
TES	Approved	Cell Junctions
TES	Approved	Plasma membrane
MDFIC	Approved	Golgi apparatus
MTO1	Approved	Cytosol
MTO1	Approved	Nucleoplasm
KHDC1	Approved	Cytosol
KHDC1	Approved	Mitochondria
MAP3K7	Approved	Nuclear speckles
PRR5L	Approved	Cytokinetic bridge
PRR5L	Approved	Cytosol
LMO2	Approved	Cytosol
LMO2	Approved	Nucleoplasm
PRRG4	Approved	Golgi apparatus
AMHR2	Approved	Vesicles
GDF11	Approved	Vesicles
ITGA7	Approved	Cytosol
ITGA7	Approved	Plasma membrane
RDH5	Approved	Cytosol
AGAP2	Approved	Mitochondria
COQ10A	Approved	Cytosol
COQ10A	Approved	Endoplasmic reticulum
COQ10A	Approved	Golgi apparatus
FAIM2	Approved	Intermediate filaments
ZC3H10	Approved	Vesicles
KCNH3	Approved	Mitochondria
KCNH3	Approved	Nucleus
LACE1	Approved	Cytosol
LACE1	Approved	Plasma membrane
NHSL1	Approved	Cytosol
NHSL1	Approved	Nucleoplasm
AHI1	Approved	Centrosome
HEY2	Approved	Aggresome
HEY2	Approved	Nuclear bodies
SMPD2	Approved	Cell Junctions
SMPD2	Approved	Plasma membrane
SMPD2	Approved	Vesicles
REPS1	Approved	Cytosol
REPS1	Approved	Plasma membrane
REPS1	Approved	Vesicles
STX11	Approved	Nuclear bodies
SEMA4F	Approved	Centrosome
SEMA4F	Approved	Nucleus
SEMA4F	Approved	Plasma membrane
CCT7	Approved	Cytosol
SMYD5	Approved	Mitochondria
DYSF	Approved	Microtubule organizing center
EMX1	Approved	Nucleoli
KCNMB4	Approved	Cytosol
KLHL36	Approved	Cytosol
DYNC1LI2	Approved	Centrosome
DYNC1LI2	Approved	Cytosol
FBXL8	Approved	Golgi apparatus
CCDC102A	Approved	Nuclear bodies
CCDC102A	Approved	Nucleoplasm
SLC9A5	Approved	Cytosol
SLC9A5	Approved	Nucleoplasm
PCNXL2	Approved	Endoplasmic reticulum
KCNK1	Approved	Vesicles
EGLN1	Approved	Cytosol
COG2	Approved	Golgi apparatus
NTPCR	Approved	Cytosol
TAF5L	Approved	Cytoplasmic bodies
KIAA1614	Approved	Nuclear membrane
KIAA1614	Approved	Vesicles
NPL	Approved	Plasma membrane
NPL	Approved	Vesicles
FAM129A	Approved	Plasma membrane
LAMC1	Approved	Endoplasmic reticulum
LAMC1	Approved	Plasma membrane
MRPL44	Approved	Nucleus
MRPL44	Approved	Plasma membrane
DOCK10	Approved	Cytosol
DOCK10	Approved	Nucleoplasm
TTLL4	Approved	Mitochondria
USP37	Approved	Nucleoli
USP37	Approved	Nucleus
HTR2B	Approved	Nucleoplasm
SLC19A3	Approved	Cytosol
SLC19A3	Approved	Nucleoplasm
EIF4E2	Approved	Cytosol
EIF4E2	Approved	Mitochondria
ARMC9	Approved	Cytosol
ARMC9	Approved	Nucleoli
CAB39	Approved	Cytosol
CAB39	Approved	Nucleoli
REV1	Approved	Cytosol
TSGA10	Approved	Cytosol
MFSD9	Approved	Nucleoli
TGFBRAP1	Approved	Vesicles
MRPS9	Approved	Nucleoli
C2orf49	Approved	Mitochondria
ANKRD36	Approved	Cytosol
ANKRD36	Approved	Nucleus
EPC2	Approved	Nuclear speckles
USP44	Approved	Microtubules
USP44	Approved	Nucleoli fibrillar center
PLXNC1	Approved	Mitochondria
PWP1	Approved	Golgi apparatus
PWP1	Approved	Nucleoli
FLNB	Approved	Actin filaments
FLNB	Approved	Golgi apparatus
NEK3	Approved	Microtubules
VPS36	Approved	Cell Junctions
BORA	Approved	Nucleoli
BORA	Approved	Nucleus
LRCH1	Approved	Actin filaments
LRCH1	Approved	Cytosol
LRCH1	Approved	Nucleoli
RCBTB1	Approved	Nucleoplasm
EDNRB	Approved	Cytosol
RCBTB2	Approved	Golgi apparatus
RCBTB2	Approved	Nucleus
LCP1	Approved	Actin filaments
LCP1	Approved	Cytosol
LCP1	Approved	Plasma membrane
SETDB2	Approved	Nucleoplasm
SCRN1	Approved	Cytosol
C7orf25	Approved	Cytosol
CHST12	Approved	Golgi apparatus
RAC1	Approved	Cytosol
RAC1	Approved	Nucleoli
RAC1	Approved	Nucleus
IL6	Approved	Vesicles
ZDHHC4	Approved	Nuclear bodies
BZW2	Approved	Actin filaments
BZW2	Approved	Cytosol
BZW2	Approved	Plasma membrane
NACAD	Approved	Cytosol
NACAD	Approved	Nucleus
NKX2-8	Approved	Nucleoplasm
NKX2-8	Approved	Plasma membrane
ZFHX2	Approved	Nucleoli fibrillar center
ZFHX2	Approved	Nucleus
ADAMTS7	Approved	Vesicles
IREB2	Approved	Cell Junctions
IREB2	Approved	Cytosol
ALPK3	Approved	Nucleus
TM6SF1	Approved	Intermediate filaments
CALCOCO2	Approved	Vesicles
RSAD1	Approved	Cytosol
RSAD1	Approved	Nucleoplasm
RSAD1	Approved	Plasma membrane
NMT1	Approved	Plasma membrane
TEX2	Approved	Nucleus
LIMD2	Approved	Vesicles
NDUFB5	Approved	Nucleoplasm
GALNT5	Approved	Cytosol
GALNT5	Approved	Golgi apparatus
GALNT5	Approved	Nucleoli
GALNT5	Approved	Vesicles
SKIL	Approved	Cytosol
SKIL	Approved	Nucleoplasm
HLX	Approved	Cytosol
HLX	Approved	Nucleoplasm
VPS45	Approved	Microtubules
KCTD3	Approved	Cytosol
CBWD2	Approved	Plasma membrane
SMPD4	Approved	Cytosol
SMPD4	Approved	Nuclear membrane
CCDC115	Approved	Vesicles
HS6ST1	Approved	Nucleoplasm
GYPC	Approved	Cytosol
GYPC	Approved	Vesicles
YME1L1	Approved	Nuclear bodies
DNAJC1	Approved	Endoplasmic reticulum
CDK9	Approved	Cytoplasmic bodies
CDK9	Approved	Nucleoplasm
TXN	Approved	Nucleoli
TOR1B	Approved	Cytosol
TOR1B	Approved	Nuclear speckles
FAM129B	Approved	Nucleoplasm
FAM129B	Approved	Plasma membrane
ST6GALNAC4	Approved	Golgi apparatus
ST6GALNAC4	Approved	Nucleus
TMOD1	Approved	Cytosol
STXBP1	Approved	Cytosol
STXBP1	Approved	Nucleoplasm
SLC2A8	Approved	Vesicles
ZFP37	Approved	Nucleus
ZFP37	Approved	Vesicles
SLC31A2	Approved	Intermediate filaments
SLC31A2	Approved	Nuclear speckles
SLC31A2	Approved	Plasma membrane
TLR4	Approved	Cytosol
TLR4	Approved	Golgi apparatus
ZNF189	Approved	Intermediate filaments
